case,phi,voltage,t_car,t_ec,glr_proxy,gll_proxy,grr_proxy,r_ar_left,r_ar_right,r_ee_left,r_ee_right
dot_mimic,0.7225663103256524,-0.020000000000000018,1.0825718134927885e-06,2.0156278817969475e-06,-9.33056068304159e-07,1.8821549306193297,2.0828210851824993,0.6919291140958588,0.13498473560300628,0.8097732504204609,0.05216271736443846
dot_mimic,0.7225663103256524,-0.010000000000000009,9.293143058959512e-07,3.320668365272578e-06,-2.391354059376627e-06,1.9227505610212412,2.077954416622314,0.8672953124868793,0.13358238164169653,0.944542360111579,0.05562557366532302
dot_mimic,0.7225663103256524,0.0,2.2694990005928632e-05,2.3302825303375345e-05,-6.078352974467124e-07,1.9967340622980583,2.0729911167904893,0.594255956334887,0.13310221468418637,0.5975212862015312,0.060110490058399954
dot_mimic,0.7225663103256524,0.009999999999999981,3.2162869032874724e-06,9.615404922067302e-07,2.2547464110807422e-06,2.049633764694633,2.067872367198347,0.8672953124868789,0.13358238164169672,0.8176638025386572,0.06571226918976075
dot_mimic,0.7225663103256524,0.01999999999999999,1.920092707451456e-06,1.0861738804564641e-06,8.339188269949917e-07,2.0921274393161204,2.062471839382516,0.6919291140958599,0.13498473560300617,0.5998025086985663,0.07251373013931739
dot_mimic,0.7225663103256524,0.03,1.3172761191807663e-06,9.591198633251332e-07,3.5815625585563313e-07,2.1057849452073625,2.056719459602316,0.5161823684168816,0.13736509309203704,0.410397781365775,0.08064599164597692
dot_mimic,0.7225663103256524,0.03999999999999998,9.5994555178117e-07,8.07842587644692e-07,1.5210296413647802e-07,2.1040902842808227,2.050505925311613,0.38131580034287027,0.14079125822481722,0.277225668165012,0.09028548501616865
dot_mimic,0.7225663103256524,0.04999999999999999,7.39717826902453e-07,6.882639762633307e-07,5.1453850639122295e-08,2.0963762455332744,2.04370478337755,0.28605956355077766,0.14536329485117583,0.18968336947135386,0.10165856292747631
dot_mimic,0.7225663103256524,0.06,6.016913035702615e-07,6.050269052336258e-07,-3.335601663364235e-09,2.0870702657090554,2.0361650771566047,0.21972718326209068,0.15121953125444673,0.13265691421743392,0.11505445076224034
dot_mimic,0.7225663103256524,0.07,5.150475397315864e-07,5.521995967876883e-07,-3.715205705610194e-08,2.077933026379722,2.02770320099029,0.17297373913176373,0.1585449922343155,0.09504067559998439,0.13084175409196838
dot_mimic,0.7225663103256524,0.08000000000000002,4.624323185631729e-07,5.239324856329227e-07,-6.150016706974976e-08,2.0695579322310778,2.0180924672742413,0.13932086187190565,0.16758310697933332,0.06976286814066085,0.14949057820492498
dot_mimic,0.7225663103256524,0.08999999999999997,4.3422847505348734e-07,5.165715622959252e-07,-8.234308724243783e-08,2.0620712956037557,2.0070494192174304,0.11453772201120327,0.17865174380452586,0.05246634406435999,0.17160224224400789
dot_mimic,0.7225663103256524,0.09999999999999998,4.254819715324225e-07,5.28800870847488e-07,-1.0331889931506553e-07,2.0554264601205303,1.9942157560593479,0.09588163584648902,0.19216496369962116,0.04045507240705943,0.19794910432137391
dot_mimic,0.7225663103256524,0.10999999999999999,4.3436055946729044e-07,5.615846335564105e-07,-1.272240740891201e-07,2.0495224280357682,1.9791345173837493,0.08155342454480863,0.20866223869605666,0.03203086928496676,0.22952759408823328
dot_mimic,0.7225663103256524,0.12,4.615341895201104e-07,6.183756482760159e-07,-1.568414587559055e-07,2.044249986832863,1.9612191101883678,0.07035028307710972,0.22884707105439983,0.026100139402787752,0.26762780402457326
dot_mimic,0.7225663103256524,0.13,5.102064767164704e-07,7.057761169154311e-07,-1.955696401989607e-07,2.0395082741334796,1.939714289119088,0.061451065504637456,0.25363649060067506,0.02194259580151727,0.3139220059119468
dot_mimic,0.7225663103256524,0.14,5.8676154967476e-07,8.348580057462525e-07,-2.480964560714925e-07,2.0352094471736115,1.9136503776628864,0.05428340651240045,0.2842205620953435,0.019073711242332463,0.37056993633600094
dot_mimic,0.7225663103256524,0.15000000000000002,7.021936002685449e-07,1.0234927941248253e-06,-3.2129919385628036e-07,2.0312787374242025,1.8817983643994802,0.04844043919738449,0.322123808676537,0.017161380473988026,0.440325122977863
dot_mimic,0.7225663103256524,0.15999999999999998,8.747214032297942e-07,1.3002706081607103e-06,-4.2554920493091607e-07,2.0276528851842546,1.8426497084751992,0.043627677480231386,0.3692414911547156,0.015974366746772193,0.5265913571303118
dot_mimic,0.7225663103256524,0.16999999999999998,1.1342970753125983e-06,1.7108640893308177e-06,-5.765670140182194e-07,2.0242781604387448,1.7944825646218623,0.03962849119502729,0.4277784748262443,0.01534975418926835,0.6332953336373681
dot_mimic,0.7225663103256524,0.18,1.530047711902842e-06,2.327780326900556e-06,-7.977326149977141e-07,2.021108423186349,1.7356562700743337,0.03628124548428488,0.49992107203714975,0.015172024565321247,0.764264004230201
